== Suppressed Messages ==

# The following will be supported in future releases/patches
ERROR: PlanDefinition/opioidcds-01.json: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-02: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-03: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-04: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-04-patient-view: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-05: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-06: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-07: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-08: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-08-order-sign: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-09: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-10: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-10-order-sign: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-10-patient-view: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-11: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-11-patient-view: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])
ERROR: PlanDefinition/opioidcds-12-patient-view: PlanDefinition: The modifier extension http://hl7.org/fhir/us/cqfmeasures/StructureDefinition/cqfm-effectiveDataRequirements is not allowed to be used at this point (allowed = e:Measure; this element is [[PlanDefinition])

# The following is caused by the opioid-misuse-assessment-procedure valueset using a more recent version of snomed than http://tx.fhir.org/r4/ 
ERROR: ActivityDefinition/opioidcds-risk-assessment-request: ActivityDefinition.code.coding[0]: Unable to find code 454281000124100 in http://snomed.info/sct (version http://snomed.info/sct/900000000000207008/version/20210731); The code "454281000124100" is not valid in the system http://snomed.info/sct; The code provided (http://snomed.info/sct#454281000124100) is not valid in the value set 'All codes known to the system' (from http://tx.fhir.org/r4) for 'http://snomed.info/sct#454281000124100'

# The following do resolve
ERROR: output/Library-OMTKData.html#/html/body/div/div/div/div/div/p/p/a at Line 236, column 55: The link 'http://build.fhir.org/ig/cqframework/opioid-cds-r4/service-documentation.html#solution-component-1-medication-and-terminology-knowledge-base' for "here" cannot be resolved
ERROR: output/Library-opioidcds-06_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-06_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-07_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-07_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-07_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-07_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-07_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-07_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-08-order-sign_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-08-order-sign_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-08-order-sign_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-08-order-sign_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-08-order-sign_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-08-order-sign_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-08_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-08_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-08_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-08_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-08_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-08_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-09_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-09_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-09_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-09_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-09_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-09_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-10-order-sign_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-10-order-sign_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-10-order-sign_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-10-order-sign_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-10-order-sign_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-10-order-sign_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-10-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-10-patient-view_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-10-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-10-patient-view_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-10-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-10-patient-view_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-10_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-10_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-10_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-10_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-10_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-10_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-11-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-11-patient-view_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-11-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-11-patient-view_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-11-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-11-patient-view_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-11_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-11_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-11_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-11_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-11_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-11_effective-data-requirements.ttl.html' for "TTL" cannot be resolved
ERROR: output/Library-opioidcds-12-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 147, column 8: The link 'Library-opioidcds-12-patient-view_effective-data-requirements.xml.html' for "XML" cannot be resolved
ERROR: output/Library-opioidcds-12-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 154, column 8: The link 'Library-opioidcds-12-patient-view_effective-data-requirements.json.html' for "JSON" cannot be resolved
ERROR: output/Library-opioidcds-12-patient-view_effective-data-requirements.html#/html/body/div/div/div/div/div/ul/li/a at Line 161, column 8: The link 'Library-opioidcds-12-patient-view_effective-data-requirements.ttl.html' for "TTL" cannot be resolved

# extension Attachments have data and/or url, or else SHOULD have either contentType and/or language caused from attachment with just URL
WARNING: PlanDefinition/opioidcds-01: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-02: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-03: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-04: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-04-patient-view: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-05: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-06: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-07: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-08: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-08-order-sign: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-09: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-09: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-10: PlanDefinition.action[0].documentation[1].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-10-order-sign: PlanDefinition.action[0].documentation[1].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-10-order-sign: PlanDefinition.action[1].documentation[1].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-10-patient-view: PlanDefinition.action[0].documentation[1].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-10-patient-view: PlanDefinition.action[1].documentation[1].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-11: PlanDefinition.action[0].documentation[1].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-11-patient-view: PlanDefinition.action[0].documentation[1].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language
WARNING: PlanDefinition/opioidcds-12-patient-view: PlanDefinition.action[0].documentation[0].document: Attachments have data and/or url, or else SHOULD have either contentType and/or language

# profile warning - will be addressed (likely by removal) during the next publication cycle
WARNING: Unable to find ImplementationGuide.definition.resource.description for the resource StructureDefinition/cdc-requestgroup-action-indicator.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list.

# type codeable concept with reference to system http://www.ama-assn.org/go/cpt not validated
INFORMATION: Encounter/cancer-diagnosis: Encounter.type[0].coding[0]: Code System URI 'http://www.ama-assn.org/go/cpt' is unknown so the code cannot be validated
INFORMATION: Encounter/oncologist-participant: Encounter.type[0].coding[0]: Code System URI 'http://www.ama-assn.org/go/cpt' is unknown so the code cannot be validated

# Markdown warning on config text passed in
INFORMATION: ValueSet/non-synthetic-opioid-medications: ValueSet.extension[0].value.ofType(markdown): The string value contains text that looks like embedded HTML tags. If this content is rendered to HTML without appropriate post-processing, it may be a security risk
INFORMATION: ValueSet/opioid-analgesics-with-ambulatory-misuse-potential: ValueSet.extension[0].value.ofType(markdown): The string value contains text that looks like embedded HTML tags. If this content is rendered to HTML without appropriate post-processing, it may be a security risk
INFORMATION: ValueSet/benzodiazepine-medications: ValueSet.extension[0].value.ofType(markdown): The string value contains text that looks like embedded HTML tags. If this content is rendered to HTML without appropriate post-processing, it may be a security risk
INFORMATION: ValueSet/fentanyl-type-medications: ValueSet.extension[0].value.ofType(markdown): The string value contains text that looks like embedded HTML tags. If this content is rendered to HTML without appropriate post-processing, it may be a security risk

